Numero d expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripcio dia setmana,Dia setmana,Descripcio tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripcio torn,Descripcio causa vianant,Numero de morts,Numero de lesionats lleus,Numero de lesionats greus,Numero de vehicles implicats,CoordenadaUTMY,CoordenadaUTMX,Long,Lat
2015S006340,8,Nou Barris,53,la Trinitat Nova,24803,Vall d Aro,0005 0005,Divendres,Dv,Laboral,2015,8,Agost,21,14,Tarda,No es causa del  vianant,0,3,0,2,4588979.38,431784.64,2.182219919,41.447649459
2015S002851,8,Nou Barris,53,la Trinitat Nova,241200,Palamos,0096 0096,Dijous,Dj,Laboral,2015,4,Abril,16,19,Tarda,No es causa del  vianant,0,1,0,1,4589470.46,432248.74,2.187720330,41.452111769
2015S000925,8,Nou Barris,48,la Guineueta,219609,Mont-ral,0004X0004X,Divendres,Dv,Laboral,2015,2,Febrer,6,10,Mati,No es causa del  vianant,0,1,0,2,4587969.80,430162.62,2.162920291,41.438417022
2015S003905,8,Nou Barris,53,la Trinitat Nova,96101,Las Chafarinas,0015 0015,Dijous,Dj,Laboral,2015,5,Maig,21,10,Mati,No es causa del  vianant,0,1,0,2,4589012.38,431872.90,2.183272715,41.447954178
2015S007102,8,Nou Barris,48,la Guineueta,219609,Mont-ral,0032X0032X,Dilluns,Dl,Laboral,2015,9,Setembre,21,18,Tarda,No es causa del  vianant,0,1,0,3,4587969.80,430162.62,2.162920291,41.438417022
2015S002905,8,Nou Barris,48,la Guineueta,219609,Mont-ral,0036X0036X,Dissabte,Ds,Laboral,2015,4,Abril,18,13,Mati,No es causa del  vianant,0,1,0,1,4587969.80,430162.62,2.162920291,41.438417022
2015S004339,8,Nou Barris,50,les Roquetes,700450,Joaquim Puig i Pidemunt,0004 0004,Divendres,Dv,Laboral,2015,6,Juny,5,16,Tarda,No es causa del  vianant,0,1,0,2,4588660.36,431043.71,2.173387034,41.444712826
2015S000766,8,Nou Barris,53,la Trinitat Nova,263509,Portlligat,0021 0021,Dissabte,Ds,Laboral,2015,1,Gener,31,10,Mati,No es causa del  vianant,0,1,0,2,4589102.15,431633.21,2.180393313,41.448742312
2015S003233,8,Nou Barris,51,Verdun,9901,Almansa,0020 0020,Dimarts,Dm,Laboral,2015,4,Abril,28,22,Nit,No es causa del  vianant,0,0,0,4,4588354.38,431286.06,2.176322786,41.441977771
2015S001090,8,Nou Barris,51,Verdun,239708,Pare Rodes,0011 0011,Dijous,Dj,Laboral,2015,2,Febrer,12,12,Mati,No es causa del  vianant,0,1,0,2,4588150.68,431152.84,2.174751437,41.440131702
2015S007562,8,Nou Barris,48,la Guineueta,138303,Gasela,0122 0122,Dijous,Dj,Laboral,2015,10,Octubre,8,15,Tarda,No es causa del  vianant,0,1,0,2,4588292.57,430606.29,2.168193400,41.441362573
2015S005183,8,Nou Barris,51,Verdun,174307,Julia,0155 0155,Divendres,Dv,Laboral,2015,6,Juny,26,20,Tarda,Transitar a peu per la calsada,0,1,0,1,4588539.19,431454.16,2.178313876,41.443656664
2015S005879,8,Nou Barris,51,Verdun,361508,Viladrosa,0120 0120,Dijous,Dj,Laboral,2015,7,Juliol,30,19,Tarda,No es causa del  vianant,0,1,0,2,4588600.98,431381.22,2.177433776,41.444206949
2015S005284,8,Nou Barris,52,la Prosperitat,127602,Florida,0058 0058,Dimecres,Dc,Laboral,2015,7,Juliol,8,18,Tarda,No es causa del  vianant,0,1,0,2,4588647.99,432075.94,2.185744231,41.444689465
2015S008700,8,Nou Barris,52,la Prosperitat,282650,Rio de Janeiro,0097 0097,Dimecres,Dc,Laboral,2015,11,Novembre,18,12,Mati,No es causa del  vianant,0,8,0,2,4588165.52,431807.89,2.182590162,41.440321293
2015S008939,8,Nou Barris,52,la Prosperitat,282650,Rio de Janeiro,0097 0097,Dijous,Dj,Laboral,2015,11,Novembre,26,8,Mati,No es causa del  vianant,0,0,1,1,4588165.52,431807.89,2.182590162,41.440321293
2015S008228,8,Nou Barris,44,Vilapicina i la Torre Llobeta,362500,Vilapicina,0085 0085,Dilluns,Dl,Laboral,2015,11,Novembre,2,8,Mati,No es causa del  vianant,0,1,0,2,4586964.82,430637.21,2.168715972,41.429406706
2015S002101,8,Nou Barris,44,Vilapicina i la Torre Llobeta,324104,Serrano,0007 0007,Dijous,Dj,Laboral,2015,3,Març,19,21,Tarda,No es causa del  vianant,0,1,0,2,4586893.90,430868.22,2.171488622,41.428787883
2015S000642,8,Nou Barris,44,Vilapicina i la Torre Llobeta,119003,Fabra i Puig,0297 0297,Dimarts,Dm,Laboral,2015,1,Gener,27,2,Nit,No es causa del  vianant,0,0,0,1,4587061.14,430655.09,2.168918890,41.430275770
2015S007598,8,Nou Barris,44,Vilapicina i la Torre Llobeta,111704,Escocia,0134 0138,Divendres,Dv,Laboral,2015,10,Octubre,9,19,Tarda,No es causa del  vianant,0,1,0,2,4586889.21,431286.66,2.176496654,41.428781567
2015S002258,8,Nou Barris,44,Vilapicina i la Torre Llobeta,111704,Escocia,0134 0138,Dimarts,Dm,Laboral,2015,3,Març,24,19,Tarda,No es causa del  vianant,0,0,0,2,4586889.21,431286.66,2.176496654,41.428781567
2015S007839,8,Nou Barris,45,Porta,282650,Rio de Janeiro,0005 0005,Dilluns,Dl,Laboral,2015,10,Octubre,19,13,Mati,No es causa del  vianant,0,1,0,3,4587102.79,431755.11,2.182078507,41.430745169
2015S008025,8,Nou Barris,44,Vilapicina i la Torre Llobeta,111806,Escocia,0000 0000,Diumenge,Dg,Laboral,2015,10,Octubre,25,9,Mati,No es causa del  vianant,0,1,0,2,4586909.12,431847.92,2.183211053,41.429008734
2015S008367,8,Nou Barris,44,Vilapicina i la Torre Llobeta,701719,Carmen Laforet,0005 0005,Divendres,Dv,Laboral,2015,11,Novembre,6,11,Mati,No es causa del  vianant,0,1,0,2,4586710.96,431296.48,2.176634439,41.427176972
2015S003505,8,Nou Barris,44,Vilapicina i la Torre Llobeta,245201,Pardo,0055 0055,Divendres,Dv,Laboral,2015,5,Maig,8,12,Mati,No es causa del  vianant,0,1,0,1,4586928.24,431787.62,2.182487276,41.429175820
2015S004215,8,Nou Barris,45,Porta,282650,Rio de Janeiro,0092X0092X,Dimarts,Dm,Laboral,2015,6,Juny,2,7,Mati,No es causa del  vianant,0,1,0,1,4587959.47,431698.81,2.181307867,41.438456198
2015S008343,8,Nou Barris,45,Porta,107605,Eduard Tubau,0028 0028,Dijous,Dj,Laboral,2015,11,Novembre,5,16,Tarda,No es causa del  vianant,0,1,1,2,4587911.22,431208.81,2.175448628,41.437979774
2015S002916,8,Nou Barris,45,Porta,156702,Horitzontal,0034 0034,Dissabte,Ds,Laboral,2015,4,Abril,18,19,Tarda,No es causa del  vianant,0,3,0,2,4587930.35,431566.64,2.179729243,41.438182664
2015S005013,8,Nou Barris,45,Porta,108903,Emili Roca,0052 0052,Dilluns,Dl,Laboral,2015,6,Juny,29,17,Tarda,No es causa del  vianant,0,1,0,2,4587113.28,431431.75,2.178207526,41.430812093
2015S002545,8,Nou Barris,45,Porta,190100,Maladeta,0114 0114,Diumenge,Dg,Laboral,2015,4,Abril,5,14,Tarda,No es causa del  vianant,0,0,0,2,4587470.59,431026.29,2.173314412,41.433995517
2015S005075,8,Nou Barris,45,Porta,356905,Verdum,0002 0002,Dijous,Dj,Laboral,2015,7,Juliol,2,10,Mati,No es causa del  vianant,0,1,0,2,4587647.66,430954.74,2.172437859,41.435584169
2015S005313,8,Nou Barris,46,el Turo de la Peira,103003,Doctor Pi i Molist,0015 0015,Dijous,Dj,Laboral,2015,7,Juliol,9,13,Mati,No es causa del  vianant,0,1,0,2,4587164.82,431096.81,2.174193274,41.431247615
2015S009042,8,Nou Barris,46,el Turo de la Peira,295403,Sant Iscle,0034 0036,Dissabte,Ds,Laboral,2015,11,Novembre,28,17,Tarda,No es causa del  vianant,0,0,0,1,4587274.02,430985.70,2.172851089,41.432221594
2015S008676,8,Nou Barris,45,Porta,113404,Escultor Ordoñez,0099X0099X,Dimarts,Dm,Laboral,2015,11,Novembre,17,15,Tarda,No es causa del  vianant,0,2,0,3,4587617.78,431249.23,2.175965809,41.435340331
2015S005870,8,Nou Barris,46,el Turo de la Peira,103003,Doctor Pi i Molist,0113 0117,Dijous,Dj,Laboral,2015,7,Juliol,30,14,Tarda,No es causa del  vianant,0,0,0,2,4587579.17,430923.06,2.172066537,41.434964579
2015S002954,8,Nou Barris,47,Can Peguera,249100,Pedret,0009 0009,Dilluns,Dl,Laboral,2015,4,Abril,20,13,Mati,No es causa del  vianant,0,3,0,3,4587458.25,430670.30,2.169055338,41.433853705
2015S008105,9,Sant Andreu,61,la Sagrera,125403,Filipines,0002 0004,Dimecres,Dc,Laboral,2015,10,Octubre,28,16,Tarda,No es causa del  vianant,0,2,0,2,4586358.25,432214.39,2.187658447,41.424078254
2015S003148,9,Sant Andreu,61,la Sagrera,125403,Filipines,0013 0015,Diumenge,Dg,Laboral,2015,4,Abril,26,8,Mati,No es causa del  vianant,0,1,0,1,4586450.12,432200.28,2.187479297,41.424904506
2015S007213,9,Sant Andreu,61,la Sagrera,125403,Filipines,0017 0019,Divendres,Dv,Laboral,2015,9,Setembre,25,14,Tarda,No es causa del  vianant,0,1,0,2,4586467.09,432199.89,2.187472726,41.425057316
2015S005018,9,Sant Andreu,61,la Sagrera,125403,Filipines,0017 0019,Dilluns,Dl,Laboral,2015,6,Juny,29,22,Nit,No es causa del  vianant,0,1,0,1,4586467.09,432199.89,2.187472726,41.425057316
2015S009737,9,Sant Andreu,61,la Sagrera,263906,Portugal,0034 0034,Dimarts,Dm,Laboral,2015,12,Desembre,22,8,Mati,No es causa del  vianant,0,0,0,1,4586649.60,432308.58,2.188752911,41.426710297
2015S006116,8,Nou Barris,47,Can Peguera,349808,Urrutia,0000 0000,Diumenge,Dg,Laboral,2015,8,Agost,9,23,Nit,No es causa del  vianant,0,0,0,2,4587606.64,430594.41,2.168130037,41.435183639
2015S005602,9,Sant Andreu,61,la Sagrera,263906,Portugal,0045 0047,Dilluns,Dl,Laboral,2015,7,Juliol,20,19,Tarda,No es causa del  vianant,0,0,0,1,4586636.69,432292.09,2.188557026,41.426592630
2015S004059,9,Sant Andreu,61,la Sagrera,166309,Jambrina,0008 0008,Dimarts,Dm,Laboral,2015,5,Maig,26,9,Mati,No es causa del  vianant,0,1,0,1,4586549.81,432265.07,2.188243425,41.425807851
2015S008208,9,Sant Andreu,61,la Sagrera,233701,Olesa,0065 0065,Diumenge,Dg,Laboral,2015,11,Novembre,1,11,Mati,No es causa del  vianant,0,5,0,3,4586397.60,432055.53,2.185753067,41.424419239
2015S004457,9,Sant Andreu,62,el Congres i els Indians,121402,Felip II,0214 0214,Dimarts,Dm,Laboral,2015,6,Juny,9,20,Tarda,No es causa del  vianant,0,1,0,1,4586680.13,431463.47,2.178636268,41.426913570
2015S008657,9,Sant Andreu,62,el Congres i els Indians,78405,Cienfuegos,0023 0023,Dimarts,Dm,Laboral,2015,11,Novembre,17,8,Mati,No es causa del  vianant,0,1,0,2,4586363.57,431828.14,2.183035892,41.424093467
2015S004234,9,Sant Andreu,61,la Sagrera,140407,Garcilaso,0039 0039,Dimarts,Dm,Laboral,2015,6,Juny,2,19,Tarda,No es causa del  vianant,0,1,0,2,4586184.36,432306.48,2.188779896,41.422519851
2015S008151,9,Sant Andreu,62,el Congres i els Indians,86108,Concepcion Arenal,0091 0091,Divendres,Dv,Laboral,2015,10,Octubre,30,10,Mati,No es causa del  vianant,0,2,0,1,4586299.80,431896.32,2.183858935,41.423524898
2015S000262,9,Sant Andreu,61,la Sagrera,140407,Garcilaso,0065 0065,Dimarts,Dm,Laboral,2015,1,Gener,13,14,Tarda,No es causa del  vianant,0,2,0,3,4586206.10,432227.99,2.187838250,41.422709035
2015S009838,9,Sant Andreu,61,la Sagrera,172200,Juan de Garay,0095 0095,Divendres,Dv,Laboral,2015,12,Desembre,25,13,Mati,No es causa del  vianant,0,2,0,3,4586153.80,432034.34,2.185526919,41.422221618
2015S000975,9,Sant Andreu,61,la Sagrera,233701,Olesa,0072 0072,Diumenge,Dg,Laboral,2015,2,Febrer,8,16,Tarda,No es causa del  vianant,0,1,0,2,4586168.59,432009.53,2.185228382,41.422352726
2015S000972,9,Sant Andreu,62,el Congres i els Indians,1309,Acacies,0057 0057,Diumenge,Dg,Laboral,2015,2,Febrer,8,13,Mati,No es causa del  vianant,0,1,0,2,4586560.91,431415.08,2.178070730,41.425835664
2015S009966,9,Sant Andreu,62,el Congres i els Indians,1309,Acacies,0062 0062,Dimecres,Dc,Laboral,2015,12,Desembre,30,14,Tarda,No es causa del  vianant,0,1,0,3,4586597.24,431426.76,2.178206376,41.426163873
2015S008241,9,Sant Andreu,63,Navas,26300,Artemis,0027 0027,Dilluns,Dl,Laboral,2015,11,Novembre,2,12,Mati,No es causa del  vianant,0,0,0,1,4585844.24,431787.16,2.182604127,41.419412551
2015S006897,9,Sant Andreu,63,Navas,26300,Artemis,0030 0030,Dilluns,Dl,Laboral,2015,9,Setembre,14,11,Mati,No es causa del  vianant,0,1,0,2,4585848.49,431726.43,2.181876991,41.419445669
2015S009807,9,Sant Andreu,62,el Congres i els Indians,75203,Ordi,0016 0016,Dimecres,Dc,Laboral,2015,12,Desembre,23,19,Tarda,No es causa del  vianant,0,1,0,1,4586480.75,431492.63,2.179007822,41.425120311
2015S009124,9,Sant Andreu,63,Navas,43900,Bofarull,0031 0033,Dimarts,Dm,Laboral,2015,12,Desembre,1,14,Tarda,No es causa del  vianant,0,1,0,2,4585547.85,432252.16,2.188201245,41.416782422
2015S009575,9,Sant Andreu,63,Navas,152938,Torrent de la Guineu,0106 0106,Dimecres,Dc,Laboral,2015,12,Desembre,16,14,Tarda,No es causa del  vianant,0,1,0,2,4585548.14,432228.16,2.187914055,41.416783009
2015S002003,9,Sant Andreu,63,Navas,241608,Palencia,0007B0007B,Dilluns,Dl,Laboral,2015,3,Març,16,20,Tarda,No es causa del  vianant,0,1,0,2,4585496.40,432199.58,2.187577901,41.416314590
2015S008112,9,Sant Andreu,60,Sant Andreu,157206,Bonaventura Gispert,0040 0040,Dimecres,Dc,Laboral,2015,10,Octubre,28,21,Tarda,No es causa del  vianant,0,2,0,2,4586755.47,432782.78,2.194415760,41.427703678
2015S000608,9,Sant Andreu,63,Navas,241608,Palencia,0028 0032,Diumenge,Dg,Laboral,2015,1,Gener,25,13,Mati,No es causa del  vianant,0,1,0,2,4585522.15,432274.01,2.188465557,41.416552793
2015S006793,9,Sant Andreu,63,Navas,209900,Meridiana,0212 0212,Dimecres,Dc,Laboral,2015,9,Setembre,9,12,Mati,No es causa del  vianant,0,1,0,2,4585376.14,432167.92,2.187212587,41.415228772
2015S004397,9,Sant Andreu,63,Navas,226400,Las Navas de Tolosa,0312 0312,Dilluns,Dl,Laboral,2015,6,Juny,8,6,Mati,No es causa del  vianant,0,1,0,2,4585564.46,431977.60,2.184914295,41.416908815
2015S004876,9,Sant Andreu,60,Sant Andreu,52004,Borriana,0110 0110,Dimecres,Dc,Laboral,2015,6,Juny,24,2,Nit,No es causa del  vianant,0,1,0,3,4587112.90,432741.44,2.193881256,41.430919475
2015S004805,9,Sant Andreu,60,Sant Andreu,120807,Favencia,0534 0534,Diumenge,Dg,Laboral,2015,6,Juny,21,19,Tarda,No es causa del  vianant,0,1,0,2,4588871.75,432429.27,2.189948554,41.446734628
2015S001215,9,Sant Andreu,60,Sant Andreu,296202,Gran de Sant Andreu,0474 0474,Dimarts,Dm,Laboral,2015,2,Febrer,17,13,Mati,No es causa del  vianant,0,0,0,1,4588388.65,432301.07,2.188468123,41.442372707
2015S001748,9,Sant Andreu,60,Sant Andreu,701768,Sense Nom (339101 701334),0011 0011,Divendres,Dv,Laboral,2015,3,Març,6,16,Tarda,No es causa del  vianant,0,0,0,2,4588471.23,432564.73,2.191614806,41.443138679
2015S006042,9,Sant Andreu,60,Sant Andreu,120807,Favencia,0504 0504,Dijous,Dj,Laboral,2015,8,Agost,6,15,Tarda,No es causa del  vianant,0,2,0,2,4588874.88,432311.32,2.188536294,41.446752876
2015S000430,9,Sant Andreu,60,Sant Andreu,314100,Santa Coloma,0040 0040,Dimecres,Dc,Laboral,2015,1,Gener,14,19,Tarda,No es causa del  vianant,0,1,0,1,4588718.34,432545.23,2.191353786,41.445362675
2015S003333,9,Sant Andreu,60,Sant Andreu,221950,Mossen Clapes,0021 0022,Divendres,Dv,Laboral,2015,5,Maig,1,19,Tarda,No es causa del  vianant,0,0,0,2,4588281.59,432255.35,2.187932885,41.441404596
2015S000572,9,Sant Andreu,60,Sant Andreu,296202,Gran de Sant Andreu,0214 0222,Divendres,Dv,Laboral,2015,1,Gener,23,17,Tarda,Creuar per fora pas de vianants,0,1,0,1,4587474.25,432385.20,2.189577506,41.434144108
2015S001030,9,Sant Andreu,60,Sant Andreu,296202,Gran de Sant Andreu,0156 0166,Dimarts,Dm,Laboral,2015,2,Febrer,10,13,Mati,No es causa del  vianant,0,2,0,2,4587277.28,432368.96,2.189405198,41.432368696
2015S009853,9,Sant Andreu,60,Sant Andreu,701587,Primavera,0008 0008,Divendres,Dv,Laboral,2015,12,Desembre,25,16,Tarda,No es causa del  vianant,0,1,0,3,4588752.99,432263.66,2.187979462,41.445651033
2015S007784,9,Sant Andreu,60,Sant Andreu,701587,Primavera,0010 0010,Divendres,Dv,Laboral,2015,10,Octubre,16,18,Tarda,No es causa del  vianant,0,1,0,2,4588823.32,432326.89,2.188728454,41.446289806
2015S003108,9,Sant Andreu,60,Sant Andreu,242509,Palomar,0037 0039,Divendres,Dv,Laboral,2015,4,Abril,24,11,Mati,No es causa del  vianant,0,1,0,2,4588420.92,432737.88,2.193692974,41.442700087
2015S002431,9,Sant Andreu,60,Sant Andreu,65108,Cardenal Cisneros,0024 0024,Dimarts,Dm,Laboral,2015,3,Març,31,15,Tarda,No es causa del  vianant,0,0,0,2,4587598.14,432072.74,2.185824026,41.435233560
2015S005131,9,Sant Andreu,60,Sant Andreu,296202,Gran de Sant Andreu,0353 0355,Divendres,Dv,Laboral,2015,7,Juliol,3,21,Tarda,No es causa del  vianant,0,2,0,2,4587932.65,432322.03,2.188770115,41.438267439
2015S004061,9,Sant Andreu,60,Sant Andreu,32506,Baliarda,0012 0012,Dimarts,Dm,Laboral,2015,5,Maig,26,11,Mati,No es causa del  vianant,0,1,0,2,4587727.31,432368.02,2.189343558,41.436421888
2015S001964,9,Sant Andreu,60,Sant Andreu,168406,Jorba,0054A0054A,Dissabte,Ds,Laboral,2015,3,Març,14,17,Tarda,No es causa del  vianant,0,1,0,2,4587690.67,432147.13,2.186703951,41.436073239
2015S008181,9,Sant Andreu,60,Sant Andreu,168406,Jorba,0054A0054A,Divendres,Dv,Laboral,2015,10,Octubre,30,21,Tarda,No es causa del  vianant,0,1,0,2,4587690.67,432147.13,2.186703951,41.436073239
2015S009637,9,Sant Andreu,60,Sant Andreu,279804,Residencia,0027 0027,Divendres,Dv,Laboral,2015,12,Desembre,18,11,Mati,No es causa del  vianant,0,1,0,1,4588108.79,432366.84,2.189286711,41.439857650
2015S002724,9,Sant Andreu,60,Sant Andreu,239901,Pare Secchi,0037 0043,Dilluns,Dl,Laboral,2015,4,Abril,13,7,Mati,No es causa del  vianant,0,0,0,1,4587457.40,432131.89,2.186547764,41.433970967
2015S002876,9,Sant Andreu,60,Sant Andreu,86108,Concepcion Arenal,0197B0197B,Divendres,Dv,Laboral,2015,4,Abril,17,14,Tarda,No es causa del  vianant,0,2,0,2,4586937.48,431951.33,2.184445380,41.429272935
2015S001943,9,Sant Andreu,60,Sant Andreu,86108,Concepcion Arenal,0225 0225,Divendres,Dv,Laboral,2015,3,Març,13,15,Tarda,No es causa del  vianant,0,1,0,1,4587105.20,431952.63,2.184442046,41.430783643
2015S001942,9,Sant Andreu,60,Sant Andreu,86108,Concepcion Arenal,0225 0225,Divendres,Dv,Laboral,2015,3,Març,13,19,Tarda,No es causa del  vianant,0,1,0,2,4587105.20,431952.63,2.184442046,41.430783643
2015S009088,9,Sant Andreu,60,Sant Andreu,352303,Vall d Aran,0024 0024,Dilluns,Dl,Laboral,2015,11,Novembre,30,13,Mati,No es causa del  vianant,0,1,0,1,4586814.60,432339.88,2.189108993,41.428199037
2015S002606,9,Sant Andreu,60,Sant Andreu,364109,Vintro,0018 0018,Dimecres,Dc,Laboral,2015,4,Abril,8,16,Tarda,No es causa del  vianant,0,1,0,2,4587521.98,432255.98,2.188025637,41.434563100
2015S009272,9,Sant Andreu,60,Sant Andreu,306,Abat Odo,0081 0083,Diumenge,Dg,Laboral,2015,12,Desembre,6,6,Mati,No es causa del  vianant,0,1,0,2,4587295.18,431986.15,2.184821806,41.432497570
2015S004959,9,Sant Andreu,57,la Trinitat Vella,338743,Torne,0016 0016,Dissabte,Ds,Laboral,2015,6,Juny,27,16,Tarda,No es causa del  vianant,0,1,0,2,4589113.66,432560.75,2.191495396,41.448924490
2015S001374,9,Sant Andreu,57,la Trinitat Vella,338743,Torne,0018 0018,Diumenge,Dg,Laboral,2015,2,Febrer,22,1,Nit,No es causa del  vianant,0,1,0,2,4589113.66,432560.75,2.191495396,41.448924490
2015S000948,9,Sant Andreu,57,la Trinitat Vella,338743,Torne,0022 0022,Divendres,Dv,Laboral,2015,2,Febrer,6,22,Nit,No es causa del  vianant,0,0,0,2,4589112.37,432586.23,2.191800556,41.448915013
2015S002319,9,Sant Andreu,57,la Trinitat Vella,77107,Turo de la Trinitat,0015 0015,Dijous,Dj,Laboral,2015,3,Març,26,14,Tarda,No es causa del  vianant,0,1,0,2,4589184.38,432436.62,2.190001542,41.449550995
2015S003413,9,Sant Andreu,58,Baro de Viver,80101,Ciutat d Asuncion,0090 0090,Dimarts,Dm,Laboral,2015,5,Maig,5,17,Tarda,No es causa del  vianant,0,1,0,2,4588943.25,433133.70,2.198372960,41.447437626
2015S002035,9,Sant Andreu,58,Baro de Viver,80101,Ciutat d Asuncion,0090 0090,Dimarts,Dm,Laboral,2015,3,Març,17,18,Tarda,No es causa del  vianant,0,2,0,2,4588943.25,433133.70,2.198372960,41.447437626
2015S009523,9,Sant Andreu,58,Baro de Viver,80101,Ciutat d Asuncion,0090 0090,Dimarts,Dm,Laboral,2015,12,Desembre,15,8,Mati,No es causa del  vianant,0,1,0,2,4588943.25,433133.70,2.198372960,41.447437626
2015S004683,9,Sant Andreu,57,la Trinitat Vella,120807,Favencia,0419 0419,Dimecres,Dc,Laboral,2015,6,Juny,17,23,Nit,No es causa del  vianant,0,1,0,2,4588928.81,432440.03,2.190070970,41.447249453
2015S000494,9,Sant Andreu,57,la Trinitat Vella,281409,Ribes,0090 0090,Dimarts,Dm,Laboral,2015,1,Gener,20,21,Tarda,No es causa del  vianant,0,1,0,2,4589205.85,432418.23,2.189778993,41.449742819
2015S009901,9,Sant Andreu,59,el Bon Pastor,63850,Caracas,0035 0035,Dilluns,Dl,Laboral,2015,12,Desembre,28,12,Mati,No es causa del  vianant,0,1,0,2,4588562.96,433467.98,2.202416395,41.444040268
2015S000136,9,Sant Andreu,59,el Bon Pastor,214900,Mollerussa,0039 0039,Dijous,Dj,Laboral,2015,1,Gener,8,11,Mati,No es causa del  vianant,0,1,0,2,4587982.47,433695.52,2.205203784,41.438830809
2015S002157,9,Sant Andreu,59,el Bon Pastor,214900,Mollerussa,0047 0047,Dissabte,Ds,Laboral,2015,3,Març,21,18,Tarda,No es causa del  vianant,0,1,0,3,4587985.64,433715.86,2.205446885,41.438861041
2015S003603,9,Sant Andreu,59,el Bon Pastor,8400,Alfarras,0018 0018,Dilluns,Dl,Laboral,2015,5,Maig,11,19,Tarda,No es causa del  vianant,0,1,0,4,4587805.70,433689.25,2.205148148,41.437238177
2015S003579,9,Sant Andreu,59,el Bon Pastor,18902,Arbeca,0034 0034,Diumenge,Dg,Laboral,2015,5,Maig,10,22,Nit,No es causa del  vianant,0,2,0,1,4587932.37,433961.61,2.208394095,41.438401515
2015S009505,9,Sant Andreu,59,el Bon Pastor,347551,Tucuman,0010 0010,Dilluns,Dl,Laboral,2015,12,Desembre,14,15,Tarda,No es causa del  vianant,0,1,0,2,4588735.73,433319.64,2.200621690,41.445584037
2015S007414,9,Sant Andreu,58,Baro de Viver,347551,Tucuman,0009 0009,Dissabte,Ds,Laboral,2015,10,Octubre,3,14,Tarda,No es causa del  vianant,0,2,0,2,4588760.01,433316.22,2.200578070,41.445802435
2015S003864,9,Sant Andreu,58,Baro de Viver,347551,Tucuman,0013U0013U,Dimarts,Dm,Laboral,2015,5,Maig,19,19,Tarda,No es causa del  vianant,0,1,0,1,4588779.06,433345.91,2.200931364,41.445976479
2015S000208,9,Sant Andreu,58,Baro de Viver,347551,Tucuman,0015 0015,Dissabte,Ds,Laboral,2015,1,Gener,10,16,Tarda,No es causa del  vianant,0,2,0,2,4588801.76,433380.59,2.201343988,41.446183811
2015S005189,9,Sant Andreu,59,el Bon Pastor,123306,Ferran Junoy,0012 0012,Dilluns,Dl,Laboral,2015,7,Juliol,6,9,Mati,No es causa del  vianant,0,0,0,2,4587909.40,432883.28,2.195490222,41.438105170
2015S008495,9,Sant Andreu,59,el Bon Pastor,123306,Ferran Junoy,0012 0012,Dimecres,Dc,Laboral,2015,11,Novembre,11,9,Mati,No es causa del  vianant,0,2,0,2,4587909.40,432883.28,2.195490222,41.438105170
2015S008838,9,Sant Andreu,59,el Bon Pastor,701363,Campana de La Maquinista,0000 0000,Dilluns,Dl,Laboral,2015,11,Novembre,23,13,Mati,No es causa del  vianant,0,2,0,5,4588005.78,432935.23,2.196101300,41.438977576
2015S009023,9,Sant Andreu,59,el Bon Pastor,8400,Alfarras,0013 0013,Divendres,Dv,Laboral,2015,11,Novembre,27,21,Tarda,No es causa del  vianant,0,1,0,1,4587751.37,433679.04,2.205031914,41.436747999
2015S000086,9,Sant Andreu,59,el Bon Pastor,701355,La Barcelonesa,0007 0007,Dilluns,Dl,Laboral,2015,1,Gener,5,16,Tarda,No es causa del  vianant,0,3,0,2,4587853.50,432895.54,2.195643172,41.437602722
2015S002395,9,Sant Andreu,59,el Bon Pastor,63850,Caracas,0002I0002I,Diumenge,Dg,Laboral,2015,3,Març,29,13,Mati,No es causa del  vianant,0,1,0,1,4588075.23,433621.06,2.204302376,41.439660114
2015S009900,9,Sant Andreu,59,el Bon Pastor,331700,Tarrega,0078 0078,Dilluns,Dl,Laboral,2015,12,Desembre,28,11,Mati,No es causa del  vianant,0,2,0,2,4587868.73,433926.55,2.207981428,41.437825442
2015S004887,9,Sant Andreu,59,el Bon Pastor,295709,Sant Adria,0092 0092,Dijous,Dj,Laboral,2015,6,Juny,25,7,Mati,No es causa del  vianant,0,1,0,2,4587648.27,433425.62,2.202010194,41.435798427
2015S006033,9,Sant Andreu,59,el Bon Pastor,318906,Santander,0075 0075,Dijous,Dj,Laboral,2015,8,Agost,6,11,Mati,No es causa del  vianant,0,1,0,3,4587083.10,433626.59,2.204477593,41.430724754
2015S006808,9,Sant Andreu,59,el Bon Pastor,128208,Foc Follet,0079 0079,Dimecres,Dc,Laboral,2015,9,Setembre,9,22,Nit,No es causa del  vianant,0,1,0,2,4587517.72,433754.10,2.205955907,41.434649783
2015S008979,9,Sant Andreu,59,el Bon Pastor,318906,Santander,0130 0130,Divendres,Dv,Laboral,2015,11,Novembre,27,9,Mati,No es causa del  vianant,0,1,0,2,4587524.38,433950.65,2.208307535,41.434725966
2015S005565,-1,Desconegut,-1,Desconegut,-1,Desconegut,Desconegut,Diumenge,Dg,Laboral,2015,7,Juliol,19,7,Mati,No es causa del  vianant,0,1,0,1,-1,-1,-1,-1
